Giorno,Transazioni,fb_spent,google_spent,organico,day_week,month,cambio_penusd,ios_14
10/14/2020,9,9.75,0,183,2,10,3.588,0
10/15/2020,13,9.75,0,195,3,10,3.5765,0
10/16/2020,7,9.87,0,176,4,10,3.5825,0
10/17/2020,9,25.85,0,175,5,10,3.585,0
10/18/2020,11,39.33,0,223,6,10,3.585,0
10/19/2020,22,39.64,0,263,0,10,3.5885,0
10/20/2020,27,39.87,0,244,1,10,3.59,0
10/21/2020,17,39.78,0,229,2,10,3.596,0
10/22/2020,14,39.99,0,225,3,10,3.6035,0
10/23/2020,11,40.26,0,207,4,10,3.596,0
10/24/2020,7,40.81,0,175,5,10,3.598,0
10/25/2020,9,39.6,0,193,6,10,3.598,0
10/26/2020,16,39.12,0,219,0,10,3.604,0
10/27/2020,14,35.07,0,217,1,10,3.606,0
10/28/2020,20,31.12,0,211,2,10,3.61,0
10/29/2020,14,31.48,0,182,3,10,3.551818,0
10/30/2020,13,31.43,0,156,4,10,3.6135,0
10/31/2020,4,35.02,0,150,5,10,3.6155,0
11/1/2020,10,29.71,0,217,6,11,3.6155,0
11/2/2020,17,28.68,0,228,0,11,3.6135,0
11/3/2020,20,10.13,0,222,1,11,3.59,0
11/4/2020,16,9.58,0,209,2,11,3.589,0
11/5/2020,18,10.06,0,197,3,11,3.593,0
11/6/2020,10,12.12,0,187,4,11,3.59,0
11/7/2020,4,16.89,0,147,5,11,3.592,0
11/8/2020,7,11.85,0,200,6,11,3.592,0
11/9/2020,13,6.25,0,173,0,11,3.582,0
11/10/2020,18,5.95,0,166,1,11,3.624,0
11/11/2020,11,3.62,0,156,2,11,3.559072,0
11/12/2020,5,0,0,141,3,11,3.641,0
11/13/2020,3,0,0,125,4,11,3.642,0
11/14/2020,2,0,0,114,5,11,3.6435,0
11/15/2020,1,0,0,102,6,11,3.6435,0
11/16/2020,9,0,0,131,0,11,3.661,0
11/17/2020,5,0,0,164,1,11,3.6,0
11/18/2020,5,0,0,113,2,11,3.57,0
11/19/2020,8,0,0,160,3,11,3.575,0
11/20/2020,2,0,0,122,4,11,3.59,0
11/21/2020,2,0,0,164,5,11,3.59225,0
11/22/2020,7,0,0,168,6,11,3.59225,0
11/23/2020,7,11.61,0,196,0,11,3.603,0
11/24/2020,15,11.32,0,205,1,11,3.608,0
11/25/2020,7,11.44,0,176,2,11,3.603,0
11/26/2020,11,11.25,0,187,3,11,3.537231,0
11/27/2020,30,16.04,0,364,4,11,3.602,0
11/28/2020,23,29,0,202,5,11,3.601,0
11/29/2020,18,27.62,0,203,6,11,3.603,0
11/30/2020,13,15.89,0,228,0,11,3.607,0
12/1/2020,12,9.8,0,201,1,12,3.6065,0
12/2/2020,14,9.79,0,208,2,12,3.605,0
12/3/2020,11,9.92,0,175,3,12,3.59,0
12/4/2020,13,6.86,0,176,4,12,3.583,0
12/5/2020,6,0,0,160,5,12,3.5845,0
12/6/2020,6,0,0,174,6,12,3.5845,0
12/7/2020,13,0,0,216,0,12,3.6,0
12/8/2020,14,0,0,184,1,12,3.594,0
12/9/2020,20,0,0,223,2,12,3.599,0
12/10/2020,13,0,0,237,3,12,3.5925,0
12/11/2020,13,0,0,202,4,12,3.59,0
12/12/2020,13,29.09,0,211,5,12,3.5925,0
12/13/2020,18,36.45,0,206,6,12,3.5925,0
12/14/2020,24,47.46,0,259,0,12,3.587,0
12/15/2020,38,68.31,0,283,1,12,3.584,0
12/16/2020,35,89.56,0,257,2,12,3.5845,0
12/17/2020,64,146.46,0,314,3,12,3.5865,0
12/18/2020,46,158.79,0,265,4,12,3.5945,0
12/19/2020,45,124.76,0,294,5,12,3.5965,0
12/20/2020,52,131.49,0,249,6,12,3.5965,0
12/21/2020,55,142,0,309,0,12,3.604,0
12/22/2020,59,142.72,0,293,1,12,3.6135,0
12/23/2020,45,106.54,0,210,2,12,3.607,0
12/24/2020,30,111.34,0,139,3,12,3.612,0
12/25/2020,27,103.11,0,211,4,12,3.544516,0
12/26/2020,17,102.98,0,212,5,12,3.610143,0
12/27/2020,23,87.18,0,234,6,12,3.610143,0
12/28/2020,33,107.01,0,248,0,12,3.6165,0
12/29/2020,33,126.43,0,213,1,12,3.607,0
12/30/2020,18,129.55,0,197,2,12,3.619,0
12/31/2020,25,119.4,0,124,3,12,3.619,0
1/1/2021,24,92.14,0,128,4,1,3.572393,0
1/2/2021,17,81.23,0,226,5,1,3.637889,0
1/3/2021,19,84.51,0,207,6,1,3.637889,0
1/4/2021,31,88.19,0,245,0,1,3.627,0
1/5/2021,33,91.69,0,296,1,1,3.627,0
1/6/2021,26,93.86,0,255,2,1,3.626,0
1/7/2021,34,94.55,0,219,3,1,3.623,0
1/8/2021,15,88.83,0,197,4,1,3.62,0
1/9/2021,27,95.46,0,204,5,1,3.564172,0
1/10/2021,16,141.2,0,220,6,1,3.629611,0
1/11/2021,31,144.29,0,233,0,1,3.61,0
1/12/2021,34,131.51,0,270,1,1,3.603,0
1/13/2021,28,129.82,0,237,2,1,3.613,0
1/14/2021,46,107.19,0,282,3,1,3.6085,0
1/15/2021,59,96.07,0,279,4,1,3.608,0
1/16/2021,29,135.6,0,232,5,1,3.557018,0
1/17/2021,34,165.29,0,287,6,1,3.623246,0
1/18/2021,41,174.71,0,261,0,1,3.548293,0
1/19/2021,46,192.42,0,323,1,1,3.613,0
1/20/2021,36,196.09,0,256,2,1,3.614,0
1/21/2021,25,156.39,0,265,3,1,3.622,0
1/22/2021,28,153.45,0,231,4,1,3.633,0
1/23/2021,25,199.31,0,245,5,1,3.6345,0
1/24/2021,22,144.47,0,251,6,1,3.6345,0
1/25/2021,43,211.41,0,314,0,1,3.644,0
1/26/2021,31,180.84,0,259,1,1,3.6425,0
1/27/2021,40,188.27,0,259,2,1,3.651,0
1/28/2021,30,220.57,0,241,3,1,3.642,0
1/29/2021,35,237.61,0,256,4,1,3.636,0
1/30/2021,38,214.91,0,259,5,1,3.6375,0
1/31/2021,40,182.58,0,274,6,1,3.6375,0
2/1/2021,56,186.03,0,350,0,2,3.639,0
2/2/2021,33,179.07,0,291,1,2,3.634,0
2/3/2021,43,179.86,0,322,2,2,3.64,0
2/4/2021,50,182.08,0,294,3,2,3.6425,0
2/5/2021,32,154.82,0,283,4,2,3.6375,0
2/6/2021,21,137.82,0,240,5,2,3.639,0
2/7/2021,28,107.73,0,253,6,2,3.639,0
2/8/2021,38,107.54,0,278,0,2,3.6405,0
2/9/2021,41,109.31,0,296,1,2,3.637,0
2/10/2021,28,107.45,0,259,2,2,3.638,0
2/11/2021,43,129.56,0,270,3,2,3.639,0
2/12/2021,34,226.66,0,241,4,2,3.643,0
2/13/2021,31,224.26,0,240,5,2,3.6445,0
2/14/2021,16,199.92,0,205,6,2,3.6445,0
2/15/2021,39,136.4,0,270,0,2,3.580423,0
2/16/2021,44,277.21,0,271,1,2,3.652,0
2/17/2021,24,185.75,0,245,2,2,3.6525,0
2/18/2021,35,133.74,0,249,3,2,3.65,0
2/19/2021,23,270.56,0,225,4,2,3.6505,0
2/20/2021,22,181.65,0,247,5,2,3.59202,0
2/21/2021,20,130.99,0,245,6,2,3.658036,0
2/22/2021,29,135.47,0,290,0,2,3.65,0
2/23/2021,45,372.99,0,283,1,2,3.6505,0
2/24/2021,46,339.11,0,280,2,2,3.643,0
2/25/2021,34,261.27,0,304,3,2,3.578931,0
2/26/2021,26,260.61,0,241,4,2,3.581385,0
2/27/2021,31,241.3,0,226,5,2,3.647444,0
2/28/2021,21,216.52,0,242,6,2,3.647444,0
3/1/2021,35,212.17,0,242,0,3,3.6555,0
3/2/2021,26,225.01,0,264,1,3,3.66,0
3/3/2021,31,220.73,0,245,2,3,3.672,0
3/4/2021,20,214.12,83.13,216,3,3,3.681,0
3/5/2021,23,289.04,79.1,154,4,3,3.6895,0
3/6/2021,24,224.78,56.63,128,5,3,3.691,0
3/7/2021,30,119.05,88.68,151,6,3,3.691,0
3/8/2021,32,271.72,75.43,169,0,3,3.701,0
3/9/2021,24,124.33,14.18,173,1,3,3.697,0
3/10/2021,25,111.81,21.85,154,2,3,3.691,0
3/11/2021,25,118.8,23.47,131,3,3,3.691,0
3/12/2021,22,114.38,38.79,130,4,3,3.708,0
3/13/2021,12,124.08,63.66,108,5,3,3.71,0
3/14/2021,25,118.33,85.17,161,6,3,3.615418,0
3/15/2021,16,117.8,41.92,155,0,3,3.702,0
3/16/2021,21,144.27,41.6,121,1,3,3.698,0
3/17/2021,13,146.65,40.84,128,2,3,3.701,0
3/18/2021,19,123.38,37.66,164,3,3,3.707,0
3/19/2021,16,238.31,36.59,162,4,3,3.714,0
3/20/2021,26,214.71,32.7,114,5,3,3.715,0
3/21/2021,16,176.86,33.21,144,6,3,3.642413,0
3/22/2021,22,136.99,29.04,168,0,3,3.723,0
3/23/2021,28,139.17,32.26,136,1,3,3.719,0
3/24/2021,16,131.38,35.66,165,2,3,3.724,0
3/25/2021,29,113.88,28.34,158,3,3,3.735,0
3/26/2021,12,115.36,20.89,138,4,3,3.731,0
3/27/2021,18,106.46,44,126,5,3,3.7315,0
3/28/2021,27,113.92,64.12,128,6,3,3.7315,0
3/29/2021,30,97.03,32.69,164,0,3,3.749,0
3/30/2021,23,116.86,29.65,168,1,3,3.7638,0
3/31/2021,22,115.45,29.02,138,2,3,3.742,0
4/1/2021,25,131.4,36.6,168,3,4,3.735,0
4/2/2021,20,155.57,34.94,161,4,4,3.741,0
4/3/2021,28,113.92,36.22,159,5,4,3.743,0
4/4/2021,29,111.78,33.9,158,6,4,3.743,0
4/5/2021,34,89.78,29.85,160,0,4,3.67139,0
4/6/2021,23,78.04,31.48,183,1,4,3.624053,0
4/7/2021,39,128.61,12,169,2,4,3.567862,0
4/8/2021,36,116.22,7.51,177,3,4,3.540906,0
4/9/2021,24,115.98,9.59,160,4,4,3.525173,0
4/10/2021,21,112.32,13.14,142,5,4,3.625,0
4/11/2021,17,92.72,13.83,138,6,4,3.6265,0
4/12/2021,21,91.57,9.73,125,0,4,3.618,0
4/13/2021,22,82.23,6.81,157,1,4,3.612,0
4/14/2021,32,84.88,7.83,162,2,4,3.6275,0
4/15/2021,21,100.53,7.5,191,3,4,3.624,0
4/16/2021,17,165.7,11.04,134,4,4,3.632,0
4/17/2021,23,121.16,17.76,146,5,4,3.561858,0
4/18/2021,18,101.31,13.45,185,6,4,3.5633,0
4/19/2021,19,119.28,11.66,176,0,4,3.671,0
4/20/2021,27,86.32,9.02,162,1,4,3.689,0
4/21/2021,29,111.74,8.31,177,2,4,3.702,0
4/22/2021,19,123.66,10.1,160,3,4,3.754,0
4/23/2021,23,139.9,10.17,157,4,4,3.778,0
4/24/2021,20,144.91,7.59,160,5,4,3.67847,0
4/25/2021,38,138.66,8.38,216,6,4,3.744601,0
4/26/2021,34,184.18,10.74,213,0,4,3.837,0
4/27/2021,32,187.75,10,170,1,4,3.835,1
4/28/2021,34,180.91,10.16,162,2,4,3.77,1
4/29/2021,29,211.24,10.98,165,3,4,3.79,1
4/30/2021,41,203.98,9.02,180,4,4,3.785,1
5/1/2021,24,195.7,10.1,152,5,5,3.738368,1
5/2/2021,32,216.92,9.35,195,6,5,3.804924,1
5/3/2021,38,215.13,10.67,183,0,5,3.815,1
5/4/2021,33,207.58,8.12,186,1,5,3.832,1
5/5/2021,41,245.78,10.28,201,2,5,3.824,1
5/6/2021,62,229.32,10.7,242,3,5,3.816,1
5/7/2021,41,216.86,7.37,201,4,5,3.799,1
5/8/2021,25,255.55,6.06,164,5,5,3.723922,1
5/9/2021,24,278.84,9.39,162,6,5,3.789694,1
5/10/2021,49,266.62,14.74,158,0,5,3.72,1
5/11/2021,32,233.03,11.54,176,1,5,3.7,1
5/12/2021,27,157.7,15.11,168,2,5,3.674,1
5/13/2021,15,138.21,14.25,172,3,5,3.657,1
5/14/2021,30,176.67,8.21,156,4,5,3.677,1
5/15/2021,18,199.29,7.65,166,5,5,3.6785,1
5/16/2021,23,204.33,8.22,153,6,5,3.6785,1
5/17/2021,25,218.85,10.45,190,0,5,3.713,1
5/18/2021,43,241.37,10.32,199,1,5,3.73,1
5/19/2021,26,216.84,9.85,173,2,5,3.743,1
5/20/2021,31,245.35,8.85,189,3,5,3.743,1
5/21/2021,26,190.69,4.18,161,4,5,3.738,1
5/22/2021,17,165.35,7.41,168,5,5,3.7395,1
5/23/2021,21,226.47,5.99,163,6,5,3.7395,1
5/24/2021,38,240.48,9.26,207,0,5,3.8095,1
5/25/2021,33,248.61,9.29,207,1,5,3.82,1
5/26/2021,31,178.39,11.17,198,2,5,3.852,1
5/27/2021,33,187.39,10.98,178,3,5,3.845,1
5/28/2021,37,221.92,15.61,179,4,5,3.809,1
5/29/2021,24,206.55,21.91,179,5,5,3.813,1
5/30/2021,33,187.4,21.01,171,6,5,3.813,1
5/31/2021,28,217.49,26.82,171,0,5,3.748744,1
6/1/2021,31,219.62,25.23,186,1,6,3.861,1
6/2/2021,35,218.79,22.37,221,2,6,3.822,1
6/3/2021,26,126.47,24.39,162,3,6,3.869,1
6/4/2021,28,117.38,23.66,189,4,6,3.828,1
6/5/2021,20,147.01,20.87,170,5,6,3.8505,1
6/6/2021,19,168.86,22.27,177,6,6,3.8505,1
6/7/2021,12,142.52,18.97,175,0,6,3.841,1
6/8/2021,27,84,19.17,160,1,6,3.9115,1
6/9/2021,39,159.82,17.41,169,2,6,3.847,1
6/10/2021,31,172.8,20.01,194,3,6,3.8925,1
6/11/2021,27,169.29,17.63,161,4,6,3.847,1
6/12/2021,25,178.6,15.07,169,5,6,3.89,1
6/13/2021,23,174.05,16.32,204,6,6,3.894,1
6/14/2021,44,163.97,19.01,211,0,6,3.909,1
6/15/2021,41,177.46,13.67,212,1,6,3.894,1
6/16/2021,61,125.82,20.58,257,2,6,3.895,1
6/17/2021,37,239.02,25.36,226,3,6,3.918,1
6/18/2021,39,215.28,18.67,193,4,6,3.918,1
6/19/2021,28,193.52,0.16,253,5,6,3.92,1
6/20/2021,16,189.49,4.18,205,6,6,3.92,1
6/21/2021,19,190.37,13.19,197,0,6,3.95,1
6/22/2021,34,188.51,27.04,206,1,6,3.978,1
6/23/2021,24,192.04,39.96,169,2,6,3.975,1
6/24/2021,21,147.33,40.2,176,3,6,3.984,1
6/25/2021,25,131.36,24.99,156,4,6,3.977,1
6/26/2021,19,118.7,16.86,178,5,6,3.9795,1
6/27/2021,16,131.19,15.59,168,6,6,3.919853,1
6/28/2021,27,135.3,16.39,182,0,6,3.883,1
6/29/2021,20,141.57,26.02,172,1,6,3.885,1
6/30/2021,37,137.33,22.96,194,2,6,3.8395,1
7/1/2021,28,141.3,25.26,192,3,7,3.867,1
7/2/2021,39,135.44,16.54,198,4,7,3.901,1
7/3/2021,26,145.08,21.89,149,5,7,3.790813,1
7/4/2021,30,141.55,23.14,152,6,7,3.858239,1
7/5/2021,41,136,22.72,202,0,7,3.835566,1
7/6/2021,51,142.68,21.97,198,1,7,3.95,1
7/7/2021,29,136.06,20.64,194,2,7,3.96,1
7/8/2021,32,138.55,19.91,179,3,7,3.954,1
7/9/2021,22,142.63,19.27,146,4,7,3.96,1
7/10/2021,17,142.53,13.5,165,5,7,3.885577,1
7/11/2021,21,133.94,15.27,173,6,7,3.952934,1
7/12/2021,35,135.69,18.87,210,0,7,3.939,1
7/13/2021,33,136.67,18.51,207,1,7,3.975,1
7/14/2021,25,138.48,16.23,194,2,7,3.959,1
7/15/2021,27,137.04,14.8,180,3,7,3.959,1
7/16/2021,25,139.44,17.65,170,4,7,3.880778,1
7/17/2021,16,146.84,24.58,148,5,7,3.879496,1
7/18/2021,19,140.15,22.19,158,6,7,3.947261,1
7/19/2021,31,140.26,25.15,184,0,7,3.822566,1
7/20/2021,25,138.43,16.92,199,1,7,3.949,1
7/21/2021,32,136.09,23.97,184,2,7,3.944,1
7/22/2021,34,152.63,22.65,193,3,7,3.944,1
7/23/2021,24,167.74,22.15,180,4,7,3.924,1
7/24/2021,22,179.44,18.88,135,5,7,3.86287,1
7/25/2021,24,173.56,14.74,167,6,7,3.930832,1
7/26/2021,22,171.19,14.83,144,0,7,3.907,1
7/27/2021,26,175.59,21,165,1,7,3.924,1
7/28/2021,19,152.55,15.35,119,2,7,3.925,1
7/29/2021,41,157.72,35.93,148,3,7,3.859753,1
7/30/2021,39,153.64,50.31,155,4,7,3.857134,1
7/31/2021,25,159.42,63.64,156,5,7,3.924349,1
8/1/2021,28,155.88,59.86,192,6,8,3.924349,1
8/2/2021,49,151.44,0,240,0,8,3.997444,1
8/3/2021,37,157.02,50.31,191,1,8,4.069,1
8/4/2021,32,153.5,88.42,161,2,8,4.0535,1
8/5/2021,27,149.64,99.26,185,3,8,4.065,1
8/6/2021,22,151.84,78.69,140,4,8,4.006489,1
8/7/2021,19,165.58,69.82,160,5,8,4.020896,1
8/8/2021,26,217.64,74.28,177,6,8,4.020896,1
8/9/2021,48,262.33,71.54,189,0,8,4.025094,1
8/10/2021,41,273.96,56.42,182,1,8,4.044406,1
8/11/2021,42,269.07,52.81,210,2,8,4.012892,1
8/12/2021,42,274.8,52.35,223,3,8,4.026716,1
8/13/2021,28,270.59,68.36,170,4,8,4.015641,1
8/14/2021,24,292.82,58.01,143,5,8,4.083722,1
8/15/2021,16,267.43,69.16,158,6,8,4.083722,1
8/16/2021,35,267.4,71.4,196,0,8,4.010101,1
8/17/2021,26,271.35,66.91,217,1,8,4.015604,1
8/18/2021,34,278.85,67.5,194,2,8,4.021191,1
8/19/2021,32,270.87,59.03,214,3,8,4.027768,1
8/20/2021,38,305.3,51.65,161,4,8,4.113,1
8/21/2021,25,314.3,59.88,175,5,8,4.033,1
8/22/2021,28,269.76,67.62,172,6,8,4.033,1
8/23/2021,46,142.59,63.68,220,0,8,4.108,1
8/24/2021,41,138.69,64.04,206,1,8,4.091,1
8/25/2021,38,142,57.76,198,2,8,4.08,1
8/26/2021,38,122.63,73.91,180,3,8,4.068,1
8/27/2021,45,211.85,63.09,196,4,8,4.003776,1
8/28/2021,31,220.42,74.4,177,5,8,4.071805,1
8/29/2021,35,200.17,74.24,206,6,8,4.071805,1
8/30/2021,24,173.36,63.88,225,0,8,4.011529,1
8/31/2021,42,173.66,59.14,245,1,8,4.0127,1
9/1/2021,27,169.47,54.06,243,2,9,4.022759,1
9/2/2021,27,169.59,56.58,213,3,9,4.020755,1
9/3/2021,24,163.13,56.83,197,4,9,4.035341,1
9/4/2021,15,164.07,36.92,175,5,9,4.102722,1
9/5/2021,24,156.16,52.32,192,6,9,4.102722,1
9/6/2021,39,153.74,56.78,221,0,9,4.0282,1
9/7/2021,46,157.39,51.55,197,1,9,4.038253,1
9/8/2021,30,152.72,49.43,181,2,9,4.026262,1
9/9/2021,23,156.23,49.13,162,3,9,4.030417,1
9/10/2021,23,124.42,37.72,154,4,9,4.036445,1
9/11/2021,13,113.8,58.16,124,5,9,4.104062,1
9/12/2021,18,135.82,57.33,167,6,9,4.104062,1
9/13/2021,22,160.43,56.95,197,0,9,4.105,1
9/14/2021,25,148.74,53.7,201,1,9,4.102,1
9/15/2021,29,116.94,50.43,194,2,9,4.105,1
9/16/2021,15,116.34,40.69,139,3,9,4.113,1
9/17/2021,24,173,50.14,135,4,9,4.1055,1
9/18/2021,23,124.01,46.62,153,5,9,4.108,1
9/19/2021,18,117.29,41.62,182,6,9,4.108,1
9/20/2021,23,106.34,44.57,219,0,9,4.117,1
9/21/2021,26,117.14,43.08,167,1,9,4.11,1
9/22/2021,19,119.25,29.77,155,2,9,4.108,1
9/23/2021,28,119.02,47.25,152,3,9,4.11,1
9/24/2021,21,142.29,41.87,160,4,9,4.1055,1
9/25/2021,20,171.69,42,120,5,9,4.108,1
9/26/2021,13,167.26,41.17,154,6,9,4.108,1